DATA_INIZIO_AMMINISTRATIVA,DATA_FINE_AMMINISTRATIVA,COD_CATASTO,PRO_COM,PRO_COM_T,COMUNE,COMUNE_IT,COMUNE_A,COD_DEN_STORICO,COD_UTS,ID_UTS_TIPO,DESC_UTS_TIPO,COD_REG,SIGLA_UTS,COD_RIP
16-10-1920,14-02-1923,A021,802001,802001,Acereto/Ahornach,ACERETO,AHORNACH,,802,1,Provincia,00,TN,2
14-02-1923,12-01-1927,A021,22943,022943,Acereto/Ahornach,ACERETO,AHORNACH,,022,1,Provincia,00,TN,2
12-01-1927,08-02-1929,A021,21801,021801,Acereto/Ahornach,ACERETO,AHORNACH,,021,1,Provincia,00,BZ,2
08-02-1929,08-02-1929,A021,21801,021801,Acereto/Ahornach,ACERETO,AHORNACH,,021,1,Provincia,00,BZ,2
16-10-1920,14-02-1923,A151,802004,802004,Albes/Albeins,ALBES,ALBEINS,,802,1,Provincia,00,TN,2
14-02-1923,12-01-1927,A151,22944,022944,Albes/Albeins,ALBES,ALBEINS,,022,1,Provincia,00,TN,2
12-01-1927,08-09-1928,A151,21802,021802,Albes/Albeins,ALBES,ALBEINS,,021,1,Provincia,00,BZ,2
08-09-1928,08-09-1928,A151,21802,021802,Albes/Albeins,ALBES,ALBEINS,,021,1,Provincia,00,BZ,2
16-10-1920,14-02-1923,A179,802007,802007,Valdagno/Aldein,VALDAGNO,ALDEIN,021500,802,1,Provincia,00,TN,2
14-02-1923,16-08-1928,A179,22945,022945,Valdagno/Aldein,VALDAGNO,ALDEIN,021500,022,1,Provincia,00,TN,2
16-08-1928,01-01-1948,A179,22945,022945,Valdagno di Trento/Aldein,VALDAGNO DI TRENTO,ALDEIN,021501,022,1,Provincia,00,TN,2
01-01-1948,14-03-1948,A179,22945,022945,Valdagno di Trento/Aldein,VALDAGNO DI TRENTO,ALDEIN,021501,022,1,Provincia,04,TN,2
14-03-1948,02-03-1955,A179,21001,021001,Valdagno/Aldein,VALDAGNO,ALDEIN,021500,021,1,Provincia,04,BZ,2
02-03-1955,05-12-1972,A179,21001,021001,Aldino/Aldein,ALDINO,ALDEIN,,021,1,Provincia,04,BZ,2
05-12-1972,31-12-9999,A179,21001,021001,Aldino/Aldein,ALDINO,ALDEIN,,021,2,Provincia autonoma,04,BZ,2
16-10-1920,14-02-1923,A209,802008,802008,Alliz/Allitz,ALLIZ,ALLITZ,,802,1,Provincia,00,TN,2
14-02-1923,12-01-1927,A209,22946,022946,Alliz/Allitz,ALLIZ,ALLITZ,,022,1,Provincia,00,TN,2
12-01-1927,14-05-1929,A209,21803,021803,Alliz/Allitz,ALLIZ,ALLITZ,,021,1,Provincia,00,BZ,2
14-05-1929,14-05-1929,A209,21803,021803,Alliz/Allitz,ALLIZ,ALLITZ,,021,1,Provincia,00,BZ,2
16-10-1920,14-02-1923,A286,802013,802013,Andriano/Andrian,ANDRIANO,ANDRIAN,,802,1,Provincia,00,TN,2
14-02-1923,12-01-1927,A286,22947,022947,Andriano/Andrian,ANDRIANO,ANDRIAN,,022,1,Provincia,00,TN,2
12-01-1927,01-01-1929,A286,21002,021002,Andriano/Andrian,ANDRIANO,ANDRIAN,,021,1,Provincia,00,BZ,2
01-01-1929,01-01-1929,A286,21002,021002,Andriano/Andrian,ANDRIANO,ANDRIAN,,021,1,Provincia,00,BZ,2
16-10-1920,14-02-1923,A306,802014,802014,Anterivo/Altrei,ANTERIVO,ALTREI,,802,1,Provincia,00,TN,2
14-02-1923,22-10-1925,A306,22948,022948,Anterivo/Altrei,ANTERIVO,ALTREI,,022,1,Provincia,00,TN,2
22-10-1925,22-10-1925,A306,22948,022948,Anterivo/Altrei,ANTERIVO,ALTREI,,022,1,Provincia,00,TN,2
16-10-1920,14-02-1923,A307,802015,802015,Anterselva/Anthoiz,ANTERSELVA,ANTHOIZ,,802,1,Provincia,00,TN,2
14-02-1923,12-01-1927,A307,22949,022949,Anterselva/Anthoiz,ANTERSELVA,ANTHOIZ,,022,1,Provincia,00,TN,2
12-01-1927,17-10-1928,A307,21804,021804,Anterselva/Anthoiz,ANTERSELVA,ANTHOIZ,,021,1,Provincia,00,BZ,2
17-10-1928,17-10-1928,A307,21804,021804,Anterselva/Anthoiz,ANTERSELVA,ANTHOIZ,,021,1,Provincia,00,BZ,2
16-10-1920,14-02-1923,A332,802016,802016,Appiano/Eppan,APPIANO,EPPAN,021502,802,1,Provincia,00,TN,2
14-02-1923,12-01-1927,A332,22950,022950,Appiano/Eppan,APPIANO,EPPAN,021502,022,1,Provincia,00,TN,2
12-01-1927,01-01-1948,A332,21004,021004,Appiano/Eppan,APPIANO,EPPAN,021502,021,1,Provincia,00,BZ,2
01-01-1948,22-09-1971,A332,21004,021004,Appiano/Eppan,APPIANO,EPPAN,021502,021,1,Provincia,04,BZ,2
22-09-1971,05-12-1972,A332,21004,021004,Appiano sulla strada del vino/Eppan an der Weinstraße,APPIANO SULLA STRADA DEL VINO,EPPAN AN DER WEINSTRAßE,,021,1,Provincia,04,BZ,2
05-12-1972,31-12-9999,A332,21004,021004,Appiano sulla strada del vino/Eppan an der Weinstraße,APPIANO SULLA STRADA DEL VINO,EPPAN AN DER WEINSTRAßE,,021,2,Provincia autonoma,04,BZ,2
01-01-1948,14-03-1948,D392,22990,022990,Egna/Neumarkt,EGNA,NEUMARKT,,022,1,Provincia,04,TN,2
14-03-1948,05-12-1972,D392,21029,021029,Egna/Neumarkt,EGNA,NEUMARKT,,021,1,Provincia,04,BZ,2
05-12-1972,04-05-2005,D392,21029,021029,Egna/Neumarkt,EGNA,NEUMARKT,,021,2,Provincia autonoma,04,BZ,2
04-05-2005,31-12-9999,D392,21029,021029,Egna/Neumarkt,EGNA,NEUMARKT,,021,2,Provincia autonoma,04,BZ,2
16-10-1920,14-02-1923,D396,802167,802167,Elle/Ellen,ELLE,ELLEN,,802,1,Provincia,00,TN,2
14-02-1923,12-01-1927,D396,22991,022991,Elle/Ellen,ELLE,ELLEN,,022,1,Provincia,00,TN,2
12-01-1927,14-12-1928,D396,21824,021824,Elle/Ellen,ELLE,ELLEN,,021,1,Provincia,00,BZ,2
14-12-1928,14-12-1928,D396,21824,021824,Elle/Ellen,ELLE,ELLEN,,021,1,Provincia,00,BZ,2
16-10-1920,14-02-1923,D413,802169,802169,Eores/Afers,EORES,AFERS,,802,1,Provincia,00,TN,2
14-02-1923,12-01-1927,D413,22992,022992,Eores/Afers,EORES,AFERS,,022,1,Provincia,00,TN,2
12-01-1927,22-01-1929,D413,21825,021825,Eores/Afers,EORES,AFERS,,021,1,Provincia,00,BZ,2
22-01-1929,22-01-1929,D413,21825,021825,Eores/Afers,EORES,AFERS,,021,1,Provincia,00,BZ,2
16-10-1920,14-02-1923,D484,802173,802173,Falzes/Pfalzen,FALZES,PFALZEN,,802,1,Provincia,00,TN,2
14-02-1923,12-01-1927,D484,22993,022993,Falzes/Pfalzen,FALZES,PFALZEN,,022,1,Provincia,00,TN,2
12-01-1927,07-03-1928,D484,21030,021030,Falzes/Pfalzen,FALZES,PFALZEN,,021,1,Provincia,00,BZ,2
07-03-1928,01-01-1948,D484,21030,021030,Falzes/Pfalzen,FALZES,PFALZEN,,021,1,Provincia,00,BZ,2
07-03-1928,01-01-1948,D484,21030,021030,Falzes/Pfalzen,FALZES,PFALZEN,,021,1,Provincia,00,BZ,2
01-01-1948,05-12-1972,D484,21030,021030,Falzes/Pfalzen,FALZES,PFALZEN,,021,1,Provincia,04,BZ,2
05-12-1972,31-12-9999,D484,21030,021030,Falzes/Pfalzen,FALZES,PFALZEN,,021,2,Provincia autonoma,04,BZ,2
16-10-1920,14-02-1923,D519,802175,802175,Favogna di Sotto/Unterfennberg,FAVOGNA DI SOTTO,UNTERFENNBERG,,802,1,Provincia,00,TN,2
14-02-1923,27-06-1928,D519,21826,021826,Favogna di Sotto/Unterfennberg,FAVOGNA DI SOTTO,UNTERFENNBERG,,022,1,Provincia,00,TN,2
27-06-1928,27-06-1928,D519,21826,021826,Favogna di Sotto/Unterfennberg,FAVOGNA DI SOTTO,UNTERFENNBERG,,022,1,Provincia,00,TN,2
16-10-1920,14-02-1923,D571,802177,802177,Fiè/Völs,FIÈ,VÖLS,021513,802,1,Provincia,00,TN,2
14-02-1923,12-01-1927,D571,22995,022995,Fiè/Völs,FIÈ,VÖLS,021513,022,1,Provincia,00,TN,2
12-01-1927,01-01-1948,D571,21031,021031,Fiè/Völs,FIÈ,VÖLS,021513,021,1,Provincia,00,BZ,2
01-01-1948,18-08-1971,D571,21031,021031,Fiè/Völs,FIÈ,VÖLS,021513,021,1,Provincia,04,BZ,2
18-08-1971,05-12-1972,D571,21031,021031,Fiè allo Sciliar/Völs am Schlern,FIÈ ALLO SCILIAR,VÖLS AM SCHLERN,,021,1,Provincia,04,BZ,2
05-12-1972,31-12-9999,D571,21031,021031,Fiè allo Sciliar/Völs am Schlern,FIÈ ALLO SCILIAR,VÖLS AM SCHLERN,,021,2,Provincia autonoma,04,BZ,2
16-10-1920,14-02-1923,D633,802182,802182,Fleres/Pflersch,FLERES,PFLERSCH,,802,1,Provincia,00,TN,2
14-02-1923,12-01-1927,D633,22996,022996,Fleres/Pflersch,FLERES,PFLERSCH,,022,1,Provincia,00,TN,2
12-01-1927,14-02-1929,D633,21827,021827,Fleres/Pflersch,FLERES,PFLERSCH,,021,1,Provincia,00,BZ,2
14-02-1929,14-02-1929,D633,21827,021827,Fleres/Pflersch,FLERES,PFLERSCH,,021,1,Provincia,00,BZ,2
16-10-1920,14-02-1923,D648,802183,802183,Foiana/Völlan,FOIANA,VÖLLAN,,802,1,Provincia,00,TN,2
16-10-1920,14-02-1923,A507,802020,802020,Aveligna/Hafling,AVELIGNA,HAFLING,021503,802,1,Provincia,00,TN,2
14-02-1923,27-04-1923,A507,22951,022951,Aveligna/Hafling,AVELIGNA,HAFLING,021503,022,1,Provincia,00,TN,2
27-04-1923,12-01-1927,A507,22951,022951,Avelengo/Hafling,AVELENGO,HAFLING,,022,1,Provincia,00,TN,2
12-01-1927,13-06-1931,A507,21005,021005,Avelengo/Hafling,AVELENGO,HAFLING,,021,1,Provincia,00,BZ,2
13-06-1931,13-06-1931,A507,21005,021005,Avelengo/Hafling,AVELENGO,HAFLING,,021,1,Provincia,00,BZ,2
16-10-1920,14-02-1923,A537,802022,802022,Badia/Abtei,BADIA,ABTEI,,802,1,Provincia,00,TN,2
14-02-1923,12-01-1927,A537,22952,022952,Badia/Abtei,BADIA,ABTEI,,022,1,Provincia,00,TN,2
12-01-1927,01-01-1948,A537,21006,021006,Badia/Abtei,BADIA,ABTEI,,021,1,Provincia,00,BZ,2
01-01-1948,05-12-1972,A537,21006,021006,Badia/Abtei,BADIA,ABTEI,,021,1,Provincia,04,BZ,2
05-12-1972,31-12-9999,A537,21006,021006,Badia/Abtei,BADIA,ABTEI,,021,2,Provincia autonoma,04,BZ,2
16-10-1920,14-02-1923,A635,802024,802024,Barbiano/Barbian,BARBIANO,BARBIAN,,802,1,Provincia,00,TN,2
14-02-1923,12-01-1927,A635,22953,022953,Barbiano/Barbian,BARBIANO,BARBIAN,,022,1,Provincia,00,TN,2
12-01-1927,01-01-1948,A635,21007,021007,Barbiano/Barbian,BARBIANO,BARBIAN,,021,1,Provincia,00,BZ,2
01-01-1948,05-12-1972,A635,21007,021007,Barbiano/Barbian,BARBIANO,BARBIAN,,021,1,Provincia,04,BZ,2
05-12-1972,31-12-9999,A635,21007,021007,Barbiano/Barbian,BARBIANO,BARBIAN,,021,2,Provincia autonoma,04,BZ,2
16-10-1920,14-02-1923,A952,802039,802039,Bolzano/Bozen,BOLZANO,BOZEN,,802,1,Provincia,00,TN,2
14-02-1923,13-12-1925,A952,22954,022954,Bolzano/Bozen,BOLZANO,BOZEN,,022,1,Provincia,00,TN,2
13-12-1925,12-01-1927,A952,22954,022954,Bolzano/Bozen,BOLZANO,BOZEN,,022,1,Provincia,00,TN,2
12-01-1927,01-01-1948,A952,21008,021008,Bolzano/Bozen,BOLZANO,BOZEN,,021,1,Provincia,00,BZ,2
01-01-1948,05-12-1972,A952,21008,021008,Bolzano/Bozen,BOLZANO,BOZEN,,021,1,Provincia,04,BZ,2
05-12-1972,31-12-9999,A952,21008,021008,Bolzano/Bozen,BOLZANO,BOZEN,,021,2,Provincia autonoma,04,BZ,2
16-10-1920,14-02-1923,B116,802047,802047,Braies/Prags,BRAIES,PRAGS,,802,1,Provincia,00,TN,2
14-02-1923,12-01-1927,B116,22955,022955,Braies/Prags,BRAIES,PRAGS,,022,1,Provincia,00,TN,2
12-01-1927,01-01-1948,B116,21009,021009,Braies/Prags,BRAIES,PRAGS,,021,1,Provincia,00,BZ,2
01-01-1948,05-12-1972,B116,21009,021009,Braies/Prags,BRAIES,PRAGS,,021,1,Provincia,04,BZ,2
05-12-1972,31-12-9999,B116,21009,021009,Braies/Prags,BRAIES,PRAGS,,021,2,Provincia autonoma,04,BZ,2
16-10-1920,14-02-1923,B145,802049,802049,Colle Isarco/Gossensass,COLLE ISARCO,GOSSENSASS,021504,802,1,Provincia,00,TN,2
14-02-1923,12-01-1927,B145,22956,022956,Colle Isarco/Gossensass,COLLE ISARCO,GOSSENSASS,021504,022,1,Provincia,00,TN,2
12-01-1927,14-02-1929,B145,21010,021010,Colle Isarco/Gossensass,COLLE ISARCO,GOSSENSASS,021504,021,1,Provincia,00,BZ,2
14-02-1929,03-05-1929,B145,21010,021010,Colle Isarco/Gossensass,COLLE ISARCO,GOSSENSASS,021504,021,1,Provincia,00,BZ,2
14-02-1929,03-05-1929,B145,21010,021010,Colle Isarco/Gossensass,COLLE ISARCO,GOSSENSASS,021504,021,1,Provincia,00,BZ,2
03-05-1929,01-01-1948,B145,21010,021010,Brennero/Brenner,BRENNERO,BRENNER,,021,1,Provincia,00,BZ,2
01-01-1948,05-12-1972,B145,21010,021010,Brennero/Brenner,BRENNERO,BRENNER,,021,1,Provincia,04,BZ,2
05-12-1972,31-12-9999,B145,21010,021010,Brennero/Brenner,BRENNERO,BRENNER,,021,2,Provincia autonoma,04,BZ,2
16-10-1920,14-02-1923,B160,802052,802052,Bressanone/Brixen,BRESSANONE,BRIXEN,,802,1,Provincia,00,TN,2
14-02-1923,12-01-1927,B160,22957,022957,Bressanone/Brixen,BRESSANONE,BRIXEN,,022,1,Provincia,00,TN,2
12-01-1927,08-09-1928,B160,21011,021011,Bressanone/Brixen,BRESSANONE,BRIXEN,,021,1,Provincia,00,BZ,2
08-09-1928,14-03-1941,B160,21011,021011,Bressanone/Brixen,BRESSANONE,BRIXEN,,021,1,Provincia,00,BZ,2
08-09-1928,14-03-1941,B160,21011,021011,Bressanone/Brixen,BRESSANONE,BRIXEN,,021,1,Provincia,00,BZ,2
08-09-1928,14-03-1941,B160,21011,021011,Bressanone/Brixen,BRESSANONE,BRIXEN,,021,1,Provincia,00,BZ,2
08-09-1928,14-03-1941,B160,21011,021011,Bressanone/Brixen,BRESSANONE,BRIXEN,,021,1,Provincia,00,BZ,2
14-03-1941,01-01-1948,B160,21011,021011,Bressanone/Brixen,BRESSANONE,BRIXEN,,021,1,Provincia,00,BZ,2
01-01-1948,05-12-1972,B160,21011,021011,Bressanone/Brixen,BRESSANONE,BRIXEN,,021,1,Provincia,04,BZ,2
05-12-1972,17-05-2013,B160,21011,021011,Bressanone/Brixen,BRESSANONE,BRIXEN,,021,2,Provincia autonoma,04,BZ,2
17-05-2013,31-12-9999,B160,21011,021011,Bressanone/Brixen,BRESSANONE,BRIXEN,,021,2,Provincia autonoma,04,BZ,2
16-10-1920,14-02-1923,B203,802055,802055,Bronzolo/Branzoll,BRONZOLO,BRANZOLL,,802,1,Provincia,00,TN,2
14-02-1923,01-01-1948,B203,22958,022958,Bronzolo/Branzoll,BRONZOLO,BRANZOLL,,022,1,Provincia,00,TN,2
01-01-1948,14-03-1948,B203,22958,022958,Bronzolo/Branzoll,BRONZOLO,BRANZOLL,,022,1,Provincia,04,TN,2
14-03-1948,05-12-1972,B203,21012,021012,Bronzolo/Branzoll,BRONZOLO,BRANZOLL,,021,1,Provincia,04,BZ,2
05-12-1972,31-12-9999,B203,21012,021012,Bronzolo/Branzoll,BRONZOLO,BRANZOLL,,021,2,Provincia autonoma,04,BZ,2
16-10-1920,14-02-1923,B220,802056,802056,Brunico/Bruneck,BRUNICO,BRUNECK,,802,1,Provincia,00,TN,2
14-02-1923,12-01-1927,B220,22959,022959,Brunico/Bruneck,BRUNICO,BRUNECK,,022,1,Provincia,00,TN,2
12-01-1927,04-04-1928,B220,21013,021013,Brunico/Bruneck,BRUNICO,BRUNECK,,021,1,Provincia,00,BZ,2
04-04-1928,01-01-1948,B220,21013,021013,Brunico/Bruneck,BRUNICO,BRUNECK,,021,1,Provincia,00,BZ,2
04-04-1928,01-01-1948,B220,21013,021013,Brunico/Bruneck,BRUNICO,BRUNECK,,021,1,Provincia,00,BZ,2
04-04-1928,01-01-1948,B220,21013,021013,Brunico/Bruneck,BRUNICO,BRUNECK,,021,1,Provincia,00,BZ,2
04-04-1928,01-01-1948,B220,21013,021013,Brunico/Bruneck,BRUNICO,BRUNECK,,021,1,Provincia,00,BZ,2
04-04-1928,01-01-1948,B220,21013,021013,Brunico/Bruneck,BRUNICO,BRUNECK,,021,1,Provincia,00,BZ,2
01-01-1948,05-12-1972,B220,21013,021013,Brunico/Bruneck,BRUNICO,BRUNECK,,021,1,Provincia,04,BZ,2
05-12-1972,31-12-9999,B220,21013,021013,Brunico/Bruneck,BRUNICO,BRUNECK,,021,2,Provincia autonoma,04,BZ,2
16-10-1920,14-02-1923,B277,802057,802057,Burgusio/Burgeis,BURGUSIO,BURGEIS,,802,1,Provincia,00,TN,2
14-02-1923,12-01-1927,B277,22960,022960,Burgusio/Burgeis,BURGUSIO,BURGEIS,,022,1,Provincia,00,TN,2
12-01-1927,26-01-1928,B277,21805,021805,Burgusio/Burgeis,BURGUSIO,BURGEIS,,021,1,Provincia,00,BZ,2
26-01-1928,26-01-1928,B277,21805,021805,Burgusio/Burgeis,BURGUSIO,BURGEIS,,021,1,Provincia,00,BZ,2
16-10-1920,14-02-1923,B364,802061,802061,Caines/Kuens,CAINES,KUENS,,802,1,Provincia,00,TN,2
14-02-1923,12-01-1927,B364,22961,022961,Caines/Kuens,CAINES,KUENS,,022,1,Provincia,00,TN,2
12-01-1927,01-01-1948,B364,21014,021014,Caines/Kuens,CAINES,KUENS,,021,1,Provincia,00,BZ,2
01-01-1948,05-12-1972,B364,21014,021014,Caines/Kuens,CAINES,KUENS,,021,1,Provincia,04,BZ,2
05-12-1972,31-12-9999,B364,21014,021014,Caines/Kuens,CAINES,KUENS,,021,2,Provincia autonoma,04,BZ,2
16-10-1920,14-02-1923,B397,802064,802064,Caldaro/Kaltern,CALDARO,KALTERN,021505,802,1,Provincia,00,TN,2
14-02-1923,12-01-1927,B397,22962,022962,Caldaro/Kaltern,CALDARO,KALTERN,021505,022,1,Provincia,00,TN,2
12-01-1927,01-01-1948,B397,21015,021015,Caldaro/Kaltern,CALDARO,KALTERN,021505,021,1,Provincia,00,BZ,2
01-01-1948,22-09-1971,B397,21015,021015,Caldaro/Kaltern,CALDARO,KALTERN,021505,021,1,Provincia,04,BZ,2
22-09-1971,05-12-1972,B397,21015,021015,Caldaro sulla strada del vino/Kaltern an der Weinstraße,CALDARO SULLA STRADA DEL VINO,KALTERN AN DER WEINSTRAßE,,021,1,Provincia,04,BZ,2
05-12-1972,06-09-1989,B397,21015,021015,Caldaro sulla strada del vino/Kaltern an der Weinstraße,CALDARO SULLA STRADA DEL VINO,KALTERN AN DER WEINSTRAßE,,021,2,Provincia autonoma,04,BZ,2
06-09-1989,31-12-9999,B397,21015,021015,Caldaro sulla strada del vino/Kaltern an der Weinstraße,CALDARO SULLA STRADA DEL VINO,KALTERN AN DER WEINSTRAßE,,021,2,Provincia autonoma,04,BZ,2
06-09-1989,31-12-9999,B397,21015,021015,Caldaro sulla strada del vino/Kaltern an der Weinstraße,CALDARO SULLA STRADA DEL VINO,KALTERN AN DER WEINSTRAßE,,021,2,Provincia autonoma,04,BZ,2
16-10-1920,14-02-1923,B480,802068,802068,Caminata in Tures/Kematen,CAMINATA IN TURES,KEMATEN,,802,1,Provincia,00,TN,2
14-02-1923,12-01-1927,B480,22963,022963,Caminata in Tures/Kematen,CAMINATA IN TURES,KEMATEN,,022,1,Provincia,00,TN,2
12-01-1927,08-02-1929,B480,21806,021806,Caminata in Tures/Kematen,CAMINATA IN TURES,KEMATEN,,021,1,Provincia,00,BZ,2
08-02-1929,08-02-1929,B480,21806,021806,Caminata in Tures/Kematen,CAMINATA IN TURES,KEMATEN,,021,1,Provincia,00,BZ,2
16-10-1920,14-02-1923,B570,802071,802071,Campo Tures/Sand in Taufers,CAMPO TURES,SAND IN TAUFERS,,802,1,Provincia,00,TN,2
14-02-1923,12-01-1927,B570,22964,022964,Campo Tures/Sand in Taufers,CAMPO TURES,SAND IN TAUFERS,,022,1,Provincia,00,TN,2
12-01-1927,08-02-1929,B570,21017,021017,Campo Tures/Sand in Taufers,CAMPO TURES,SAND IN TAUFERS,,021,1,Provincia,00,BZ,2
08-02-1929,01-01-1948,B570,21017,021017,Campo Tures/Sand in Taufers,CAMPO TURES,SAND IN TAUFERS,,021,1,Provincia,00,BZ,2
08-02-1929,01-01-1948,B570,21017,021017,Campo Tures/Sand in Taufers,CAMPO TURES,SAND IN TAUFERS,,021,1,Provincia,00,BZ,2
08-02-1929,01-01-1948,B570,21017,021017,Campo Tures/Sand in Taufers,CAMPO TURES,SAND IN TAUFERS,,021,1,Provincia,00,BZ,2
08-02-1929,01-01-1948,B570,21017,021017,Campo Tures/Sand in Taufers,CAMPO TURES,SAND IN TAUFERS,,021,1,Provincia,00,BZ,2
01-01-1948,05-12-1972,B570,21017,021017,Campo Tures/Sand in Taufers,CAMPO TURES,SAND IN TAUFERS,,021,1,Provincia,04,BZ,2
05-12-1972,31-12-9999,B570,21017,021017,Campo Tures/Sand in Taufers,CAMPO TURES,SAND IN TAUFERS,,021,2,Provincia autonoma,04,BZ,2
16-10-1920,14-02-1923,C061,802085,802085,Castelbello/Kastelbell,CASTELBELLO,KASTELBELL,,802,1,Provincia,00,TN,2
14-02-1923,12-01-1927,C061,22966,022966,Castelbello/Kastelbell,CASTELBELLO,KASTELBELL,,022,1,Provincia,00,TN,2
12-01-1927,14-02-1929,C061,21807,021807,Castelbello/Kastelbell,CASTELBELLO,KASTELBELL,,021,1,Provincia,00,BZ,2
14-02-1929,14-02-1929,C061,21807,021807,Castelbello/Kastelbell,CASTELBELLO,KASTELBELL,,021,1,Provincia,00,BZ,2
16-10-1920,14-02-1923,C077,802086,802086,Castello di Pusteria/Ehrenburg,CASTELLO DI PUSTERIA,EHRENBURG,021536,802,1,Provincia,00,TN,2
14-02-1923,27-04-1923,C077,22967,022967,Castello di Pusteria/Ehrenburg,CASTELLO DI PUSTERIA,EHRENBURG,021536,022,1,Provincia,00,TN,2
27-04-1923,12-01-1927,C077,22967,022967,Casteldarne/Ehrenburg,CASTELDARNE,EHRENBURG,,022,1,Provincia,00,TN,2
12-01-1927,24-03-1929,C077,21808,021808,Casteldarne/Ehrenburg,CASTELDARNE,EHRENBURG,,021,1,Provincia,00,BZ,2
24-03-1929,24-03-1929,C077,21808,021808,Casteldarne/Ehrenburg,CASTELDARNE,EHRENBURG,,021,1,Provincia,00,BZ,2
16-10-1920,14-02-1923,C254,802093,802093,Castelrotto/Kastelruth,CASTELROTTO,KASTELRUTH,,802,1,Provincia,00,TN,2
14-02-1923,12-01-1927,C254,22968,022968,Castelrotto/Kastelruth,CASTELROTTO,KASTELRUTH,,022,1,Provincia,00,TN,2
12-01-1927,01-01-1948,C254,21019,021019,Castelrotto/Kastelruth,CASTELROTTO,KASTELRUTH,,021,1,Provincia,00,BZ,2
01-01-1948,05-12-1972,C254,21019,021019,Castelrotto/Kastelruth,CASTELROTTO,KASTELRUTH,,021,1,Provincia,04,BZ,2
05-12-1972,17-09-1986,C254,21019,021019,Castelrotto/Kastelruth,CASTELROTTO,KASTELRUTH,,021,2,Provincia autonoma,04,BZ,2
17-09-1986,31-12-9999,C254,21019,021019,Castelrotto/Kastelruth,CASTELROTTO,KASTELRUTH,,021,2,Provincia autonoma,04,BZ,2
17-09-1986,31-12-9999,C254,21019,021019,Castelrotto/Kastelruth,CASTELROTTO,KASTELRUTH,,021,2,Provincia autonoma,04,BZ,2
16-10-1920,14-02-1923,C358,802094,802094,Cauria/Gfrill,CAURIA,GFRILL,,802,1,Provincia,00,TN,2
14-02-1923,13-01-1927,C358,21809,021809,Cauria/Gfrill,CAURIA,GFRILL,,022,1,Provincia,00,TN,2
13-01-1927,13-01-1927,C358,21809,021809,Cauria/Gfrill,CAURIA,GFRILL,,022,1,Provincia,00,TN,2
16-10-1920,14-02-1923,C464,802103,802103,Cengles/Tschengls,CENGLES,TSCHENGLS,,802,1,Provincia,00,TN,2
14-02-1923,12-01-1927,C464,22969,022969,Cengles/Tschengls,CENGLES,TSCHENGLS,,022,1,Provincia,00,TN,2
12-01-1927,14-05-1929,C464,21810,021810,Cengles/Tschengls,CENGLES,TSCHENGLS,,021,1,Provincia,00,BZ,2
14-05-1929,14-05-1929,C464,21810,021810,Cengles/Tschengls,CENGLES,TSCHENGLS,,021,1,Provincia,00,BZ,2
16-10-1920,14-02-1923,A022,802105,802105,Acernes/Tscherms,ACERNES,TSCHERMS,021506,802,1,Provincia,00,TN,2
14-02-1923,27-04-1923,A022,22970,022970,Acernes/Tscherms,ACERNES,TSCHERMS,021506,022,1,Provincia,00,TN,2
27-04-1923,12-01-1927,A022,22970,022970,Cermes/Tscherms,CERMES,TSCHERMS,,022,1,Provincia,00,TN,2
12-01-1927,01-01-1948,A022,21020,021020,Cermes/Tscherms,CERMES,TSCHERMS,,021,1,Provincia,00,BZ,2
01-01-1948,05-12-1972,A022,21020,021020,Cermes/Tscherms,CERMES,TSCHERMS,,021,1,Provincia,04,BZ,2
05-12-1972,23-10-1985,A022,21020,021020,Cermes/Tscherms,CERMES,TSCHERMS,,021,2,Provincia autonoma,04,BZ,2
23-10-1985,31-12-9999,A022,21020,021020,Cermes/Tscherms,CERMES,TSCHERMS,,021,2,Provincia autonoma,04,BZ,2
16-10-1920,14-02-1923,C590,802106,802106,Zedes/Tshöfs,ZEDES,TSHÖFS,021537,802,1,Provincia,00,TN,2
14-02-1923,27-04-1923,C590,22971,022971,Zedes/Tshöfs,ZEDES,TSHÖFS,021537,022,1,Provincia,00,TN,2
27-04-1923,12-01-1927,C590,22971,022971,Ceves/Tschöfs,CEVES,TSCHÖFS,,022,1,Provincia,00,TN,2
12-01-1927,06-12-1931,C590,21811,021811,Ceves/Tschöfs,CEVES,TSCHÖFS,,021,1,Provincia,00,BZ,2
06-12-1931,06-12-1931,C590,21811,021811,Ceves/Tschöfs,CEVES,TSCHÖFS,,021,1,Provincia,00,BZ,2
16-10-1920,14-02-1923,C625,802107,802107,Chienes/Kiens,CHIENES,KIENS,,802,1,Provincia,00,TN,2
14-02-1923,12-01-1927,C625,22972,022972,Chienes/Kiens,CHIENES,KIENS,,022,1,Provincia,00,TN,2
12-01-1927,24-03-1929,C625,21021,021021,Chienes/Kiens,CHIENES,KIENS,,021,1,Provincia,00,BZ,2
24-03-1929,01-01-1948,C625,21021,021021,Chienes/Kiens,CHIENES,KIENS,,021,1,Provincia,00,BZ,2
24-03-1929,01-01-1948,C625,21021,021021,Chienes/Kiens,CHIENES,KIENS,,021,1,Provincia,00,BZ,2
24-03-1929,01-01-1948,C625,21021,021021,Chienes/Kiens,CHIENES,KIENS,,021,1,Provincia,00,BZ,2
24-03-1929,01-01-1948,C625,21021,021021,Chienes/Kiens,CHIENES,KIENS,,021,1,Provincia,00,BZ,2
